Permit_Number,Owner_Name,Operating_Name,Street,City,Prem_Zip,Prem_County,New_Permit_Flag
CA-W-3564,"SMITH VINEYARD & WINERY, INC.",,13719 DOG BAR RD STE A,GRASS VALLEY,95949,NEVADA,0
CA-W-3565,"TRAHAN WINERY, LLC",TRAHAN WINERY,2511 NAPPA VALLEY CORPORATE DR STE 115,NAPA,94558,NAPA,0
CA-W-3571,ABUNDANCE VINEYARDS LLC,ABUNDANCE VINEYARDS,1150 W TURNER RD,LODI,95242,SAN JOAQUIN,0
CA-W-3580,LANG & REED LLC,,5055 SOLANO AVE STE O,NAPA,94558,NAPA,0
CA-W-3583,"SHANNON RIDGE, INC.",,320 MORINE RANCH RD,CLEARLAKE OAKS,95423,LAKE,0
CA-W-3584,ANDREW JON CARINI,CARINI WINERY,342 PEANUT MILL CAMP,HAYFORK,96041,TRINITY,0
CA-W-3591,"CLARKSBURG WINE COMPANY, LLC",CLARKSBURG WINE COMPANY,35265 WILLOW AVE,CLARKSBURG,95612,YOLO,0
CA-W-3592,"AUGUST WEST WINES, LLC",AUGUST WEST,540 BARNEVELD AVE SUITES K A,SAN FRANCISCO,94124,SAN FRANCISCO,0
CA-W-3593,THOMAS C AND TERRIE A BANISH,BLACK HAND CELLARS,9750 ADELAIDA RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-3594,MARLOWE HUBER & ELAINE TAN,LAGUNA CANYON WINERY,2133 LAGUNA CANYON RD,LAGUNA BEACH,92651,ORANGE,0
CA-W-3596,"PASSALACQUA WINE GROUP, INC",,3805 LAMBERT BRIDGE RD,HEALDSBURG,95448,SONOMA,0
CA-W-3597,AMY DILLY PREASEAU AND JACQUES NOEL PREASEAU,VALLEY VISTA VINEYARDS,110 VALLEY VIEW RD,WATSONVILLE,95076,SANTA CRUZ,0
CA-W-3599,"LITTLE VINEYARDS FAMILY WINERY, LLC",LITTLE VINEYARDS FAMILY WINERY,15188 SONOMA HWY,GLEN ELLEN,95442,SONOMA,0
CA-W-3603,"FIELD VINEYARDS , INC",NINA FIELD VINEYARDS & WINERY,11351 BURRIS LN,POTTER VALLEY,95469,MENDOCINO,0
CA-W-3604,"PREMIUM WINE STORAGE, LLC",PREMIUM WINE STORAGE,1450 AIRPORT BLVD 120,SANTA ROSA,95403,SONOMA,0
CA-W-3609,"LEAL VINEYARDS, INC.",LEAL ESTATE VINEYARDS,300 MARANATHA DR,HOLLISTER,95023,SAN BENITO,0
CA-W-3617,DONALD E. FRANGIPANI & JOANN FRANGIPANI,FRANGIPANI ESTATE WINERY,39750 DE PORTOLA RD,TEMECULA,92592,RIVERSIDE,0
CA-W-3618,STAGLIN FAMILY VINEYARD LLC,STAGLIN FAMILY VINEYARD,1570 BELLA OAKS LN,RUTHERFORD,94573,NAPA,0
CA-W-3620,GARY ALAN SINNET,CHATEAU SINNET,1182 BROADWAY AVE,SEASIDE,93955,MONTEREY,0
CA-W-3621,"SFW, LLC",The Sanger Family of Wines,281 PAMELA WAY UNIT 104-107,BUELLTON,93427,SANTA BARBARA,0
CA-W-3624,"GROTH VINEYARDS AND WINERY, LLC",,908 ENTERPRISE WAY BLDG A,NAPA,94558,NAPA,0
CA-W-3626,"CMR, LLC","CHESEBRO WINES, CMR WINERY",37509 TASSAJARA RD,CARMEL VALLEY,93924,MONTEREY,0
CA-W-3628,"ORCHID HILL VINEYARD, LLC",ORCHID HILL VINEYARD,3502 DRY CREEK RD UNIT B8,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-3629,"WILLIAM COLE VINEYARDS, LLC",WILLIAM COLE VINEYARDS,2849 SAINT HELENA HWY,SAINT HELENA,94574,NAPA,0
CA-W-3634,BARRETO CELLARS LLC,BARRETO CELLARS,5115 BUENA VISTA DR STE 3,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-3635,"NAGGIAR VINEYARDS, LLC",NAGGIAR VINEYARDS,18261 ROSEMARY LN,GRASS VALLEY,95949,NEVADA,0
CA-W-3640,CAL VIN ENTERPRISES CORPORATION,OPTIMA WINERY,101 GRANT AVE SUITE G,HEALDSBURG,95448,SONOMA,0
CA-W-3649,"RED CAR WINE COMPANY, LLC",Red Car Wine Company,8400 GRATON RD,SEBASTOPOL,95472,SONOMA,0
CA-W-3651,"PEAY VINEYARDS, LLC",PEAY VINEYARDS,227 TREADWAY DR,CLOVERDALE,95425,SONOMA,0
CA-W-397,VIE-DEL COMPANY,,13363 S INDIANOLA AVE,KINGSBURG,93631,FRESNO,0
CA-W-413,GIUMARRA VINEYARDS CORPORATION,GIUMARRA VINEYARDS,11220 EDISON HWY,EDISON,93220,KERN,0
CA-W-439,"FORTINO WINERY, INC.",FORTINO WINERY,4525 HECKER PASS HWY,GILROY,95020,SANTA CLARA,0
CA-W-465,CAYMUS VINEYARDS,,8700 CONN CREEK RD,RUTHERFORD,94573,NAPA,0
CA-W-480,MARIO FORTINO & FRANCES FORTINO,HECKER PASS WINERY,4605 HECKER PASS RD,GILROY,95020,SANTA CLARA,0
CA-W-483,DRY CREEK VINEYARD INC.,DRY CREEK VINEYARD,3770 LAMBERT BRIDGE RD,HEALDSBURG,95448,SONOMA,0
CA-W-512,J. FILIPPI VINTAGE CO.,,12467 BASELINE RD,RANCHO CUCAMONGA,91739,SAN BERNARDINO,0
CA-W-528,"DELICATO VINEYARDS, LLC",,12001 S 99 HWY,MANTECA,95336,SAN JOAQUIN,0
CA-W-545,PAUL C. & MARJORIE STAIGER,P AND M STAIGER,1300 HOPKINS GULCH RD,BOULDER CREEK,95006,SANTA CRUZ,0
CA-W-551,"EMILIO GUGLIELMO WINERY, INC.",EMILIO GUGLIELMO WINERY,1480 E MAIN AVE,MORGAN HILL,95037,SANTA CLARA,0
CA-W-564,E. & J. GALLO WINERY,E. & J. GALLO WINERY,5610 E OLIVE AVE,FRESNO,93727,FRESNO,0
CA-W-565,E. & J. GALLO WINERY,LERAXA WINERY,18000 RIVER RD,LIVINGSTON,95334,MERCED,0
CA-W-566,E. & J. GALLO WINERY,GALLO,600 YOSEMITE BLVD,MODESTO,95354,STANISLAUS,0
CA-W-568,J. PEDRONCELLI WINERY,Pedroncelli,1220 CANYON RD,GEYSERVILLE,95441,SONOMA,0
CA-W-5707,"JESS J. JONES, MARY ELLEN JONES",JESS JONES VINEYARD,6496 JONES LN,DIXON,95620,SOLANO,0
CA-W-579,BRONCO WINE COMPANY,,6342 BYSTRUM RD,CERES,95307,STANISLAUS,0
CA-W-615,GOLDEN STATE VINTNERS,,38558 ROAD 128,CUTLER,93615,TULARE,0
CA-W-621,RANCHO SOTOYOME INCORPORATED,JOHNSON'S ALEXANDER VALLEY WINES,8333 STATE HIGHWAY 128,HEALDSBURG,95448,SONOMA,0
CA-W-626,WILLIAM C. CADMAN,TULOCAY WINERY,1426 COOMBSVILLE RD,NAPA,94558,NAPA,0
CA-W-633,STEPHEN JUVENAL BORRA,BORRA'S CELLAR,1301 E ARMSTRONG RD,LODI,95242,SAN JOAQUIN,0
CA-W-674,"TPWC, INC.",MT. VEEDER WINERY,1999 MOUNT VEEDER RD,NAPA,94558,NAPA,0
CA-W-682,"GALLEANO WINERY, INC.",,4231 WINEVILLE AVE,MIRA LOMA,91752,RIVERSIDE,0
CA-W-685,"DOMAINE CHANDON, INC.",DOMAINE CHANDON,1 CALIFORNIA DR,YOUNTVILLE,94599,NAPA,0
CA-W-703,WILLIAM R. FRICK,FRICK WINERY,23072 WALLING RD,GEYSERVILLE,95441,SONOMA,0
CA-W-7059,"MOORE FAMILY VINEYARDS, INC.",MOORE FAMILY CELLARS,11990 BOTTLE ROCK RD,KELSEYVILLE,95451,LAKE,0
CA-W-716,TREASURY WINE ESTATES AMERICAS COMPANY,Beringer Vineyards,2000 MAIN ST,SAINT HELENA,94574,NAPA,0
CA-W-743,RONALD LEIF ERICKSON,YANKEE HILL WINERY,11755 COARSEGOLD LN,COLUMBIA,95310,TUOLUMNE,0
CA-W-761,GRGICH HILLS CELLAR,GRGICH HILLS ESTATE,1829 ST HELENA HWY,RUTHERFORD,94573,NAPA,0
CA-W-764,"FIELD STONE WINERY & VINEYARD, INC.",FIELD STONE WINERY,10075 HIGHWAY 128,HEALDSBURG,95448,SONOMA,0
CA-W-774,"COOK'S FLAT ASSOCIATES, LP STUART SMITH, GP",SMITH-MADRONE VINEYARDS,4022 SPRING MOUNTAIN RD,SAINT HELENA,94574,NAPA,0
CA-W-778,"CLOS DU VAL WINE COMPANY, LTD.",CLOS DU VAL WINE COMPANY,5330 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-790,C. MONDAVI & FAMILY,CHARLES KRUG WINERY,2800 MAIN ST,SAINT HELENA,94574,NAPA,0
CA-W-799,"BUEHLER VINEYARDS, INC.",BUEHLER VINEYARDS,820 GREENFIELD RD,SAINT HELENA,94574,NAPA,0
CA-W-800,ROUND HILL CELLARS INC,RUTHERFORD WINE COMPANY,1680 SILVERADO TRL,SAINT HELENA,94574,NAPA,0
CA-W-810,CUSHMAN WINERY CORPORATION,ZACA MESA WINERY,6905 FOXEN CANYON RD,LOS OLIVOS,93441,SANTA BARBARA,0
CA-W-822,DAVID WALTER LUCAS,LUCAS WINERY,18196 N DAVIS RD,LODI,95242,SAN JOAQUIN,0
CA-W-832,"RENAISSANCE VINEYARD & WINERY, INCORPORATED",,12585 RICES CROSSING RD,OREGON HOUSE,95962,YUBA,0
CA-W-844,FICKLIN VINEYARDS,,30246 AVENUE 7 1/2,MADERA,93637,MADERA,0
CA-W-863,SIERRA SUNRISE VINEYARDS,MONTEVINA WINERY,20680 SHENANDOAH SCHOOL RD,PLYMOUTH,95669,AMADOR,0
CA-W-867,TREASURY WINE ESTATES AMERICAS COMPANY,STAGS' LEAP WINERY,6150 SILVERADO TRL,NAPA,94558,NAPA,0
CA-W-870,"H. COTURRI AND SONS, LTD.",,6725 ENTERPRISE RD,GLEN ELLEN,95442,SONOMA,0
CA-W-898,"MONT ST. JOHN CELLARS, INC.",MONT ST. JOHN CELLARS,5400 OLD SONOMA RD,NAPA,94559,NAPA,0
CA-W-904,LAWRENCE LLOYD OLDS,SKY VINEYARDS,1500 LOKOYA RD,NAPA,94558,NAPA,0
CA-W-908,"BOGLE VINEYARDS, INC.",Bogle Vineyards,49762 HAMILTON RD,CLARKSBURG,95612,YOLO,0
CA-W-924,"SAN ANTONIO WINERY, INC.",SAN ANTONIO WINERY,2802 S MILLIKEN AVE,ONTARIO,91761,SAN BERNARDINO,0
CA-W-926,MILL CREEK VINEYARDS,,1401 WESTSIDE RD,HEALDSBURG,95448,SONOMA,0
CA-W-928,"HENRY MICHAEL DONATONI, JR.",DONATONI WINERY,3225 TOWNSHIP RD,PASO ROBLES,93446,SAN LUIS OBISPO,0
CA-W-946,CAKEBREAD CELLARS,,8300 ST. HELENA HWY,RUTHERFORD,94573,NAPA,0
CA-W-958,JACQUELINE CAROL TANNER,ROSS KELLER WINERY,985 ORCHARD RD,NIPOMO,93444,SAN LUIS OBISPO,0
CA-W-963,"FREY VINEYARDS, LTD.",,14000 TOMKI RD,REDWOOD VALLEY,95470,MENDOCINO,0
CA-W-988,M.E.V. CORPORATION,MOUNT EDEN VINEYARDS,22020 MOUNT EDEN RD,SARATOGA,95070,SANTA CLARA,0
CA-W-997,CHAPPELLET WINERY INC,,1581 SAGE CANYON RD,SAINT HELENA,94574,NAPA,0
CA-WS-21054,ANZANI CIDER LLC,Anzani Cider LLC,100 ENTERPRISE WAY STE D340,SCOTTS VALLEY,95006,SANTA CRUZ COUNTY,0
CO-W-15000,"VERSO CELLARS, LLC",,300 W 11TH AVE,DENVER,80204,DENVER,0
CO-W-15003,WHITEWATER HILL LLC,WHITEWATER HILL LLC,130 31 RD,GRAND JUNCTION,81503,MESA,0
CO-W-15005,WINTER PARK WINERY LLC,MILE HIGH WINERY,395 ZEREX ST,FRASER,80442,GRAND,0
CO-W-15008,"TALON WINERY, LLC",COLORADO WINE ROOM,3701 G RD,PALISADE,81526,MESA,0
CO-W-15010,LEROUX CREEK VINEYARDS LLC,LEROUX CREEK VINEYARDS,12388 3100 RD,HOTCHKISS,81419,DELTA,0
CO-W-15018,"BLOSSOMWOOD CIDERY, LLC",,794 NE INDIAN CAMP AVE,CEDAREDGE,81413,DELTA,0
CO-W-15019,"HCA WINERY ACQUISITION, LLC",THE WINERY AT HOLY CROSS ABBEY,3011 E HIGHWAY 50,CANON CITY,81212,FREMONT,0
CO-W-15021,"BIJOU CREEK VINEYARDS, LLC",BIJOU CREEK,601 10TH ST,GREELEY,80631,WELD,0
CO-W-15022,BONACQUISTI WINE COMPANY,,4640 PECOS ST UNIT 1,DENVER,80211,DENVER,0
CO-W-15023,"BETHLEHEM WINE CELLARS, LLC",BETHLEHEM WINE CELLARS,42097 MINNESOTA CREEK RD,PAONIA,81428,DELTA,0
CO-W-15027,"TEN BEARS WINERY, LTD",,5215 TEN BEARS CT,LAPORTE,80535,LARIMER,0
CO-W-15028,"LONE STAR VINO (DENVER), LLC",,1660 CHAMPA ST,DENVER,80202,DENVER,0
CO-W-15029,AZURA STUDIOS CORP,,16764 FARMERS MINE RD,PAONIA,81428,DELTA,0
CO-W-15030,"LONE STAR VINO (SILVERTHORNE), L.L.C.",,358 BLUE RIVER PKWY,SILVERTHORNE,80498,SUMMIT,0
CO-W-15031,VINO DI MARIA,VINO DI MARIA,12445 E 39TH AVE STE. 420,DENVER,80239,DENVER,0
CO-W-15032,PHILIP AND SUSAN PATTON,THE PEACHFORK,281 33 RD,PALISADE,81526,MESA,0
CO-W-15033,BLUE MOUNTAIN VINEYARDS LTD,,4480 HOOT OWL DR,BERTHOUD,80513,LARIMER,0
CO-W-15035,"ALLIS RANCH WINERY, LLC",,901 ALLIS RANCH RD,SEDALIA,80135,DOUGLAS,0
CO-W-15038,"VINTNERS IN THE SPA, L.L.C.",D'VINE WINE MANITOU SPRINGS,934 MANITOU AVE SUITE 108,MANITOU SPRINGS,80829,EL PASO,0
CO-W-15039,5680 L.L.C.,,14652 PEONY LN,PAONIA,81428,DELTA,0
CO-W-15041,"DESERT SUN VINEYARDS & WINERY, LLC",Desert Sun Vineyards & Winery,3230 B 1/2 RD,GRAND JUNCTION,81503,MESA,0
CO-W-15042,SUMMIT CELLARS LLC,SUMMIT CELLARS,595 36 RD,PALISADE,81526,MESA,0
CO-W-15046,AVANT VINEYARDS INC.,,3486 E RD,PALISADE,81526,MESA,0
CO-W-15049,"VARAISON VINEYARDS AND WINERY, LLC",,405 W FIRST ST,PALISADE,81526,MESA,0
CO-W-15050,NORTH FORK CELLARS LLC,Big B's Hard Cider,39126 HIGHWAY 133,HOTCHKISS,81419,DELTA,0
CO-W-15052,"TWO BROTHERS VINEYARDS, LLC",BLACK FOREST MEADERY,6420 BURROWS RD A,COLORADO SPRINGS,80908,EL PASO,0
CO-W-15053,"ASPEN PEAK CELLARS, INC",ASPEN PEAK CELLARS,60750 US HWY 285,BAILEY,80421,PARK,0
CO-W-15056,ZEPHYR CELLARS LTD.,Zephyr Cellars,200 12TH ST UNIT 102,LOVELAND,80537,LARIMER,0
CO-W-15058,PLEASANT VIEW VINEYARDS LLC,PLEASANT VIEW VINEYARDS,22970 COUNTY ROAD 10,PLEASANT VIEW,81331,MONTEZUMA,0
CO-W-15059,FOX FIRE FARMS LLC THREE,FOX FIRE FARMS,5513 COUNTY RD 321,IGNACIO,81137,LA PLATA,0
CO-W-15061,SPRING CREEK VINEYARDS LLC,,1702 WILLOW ST,CANON CITY,81212,FREMONT,0
CO-W-15065,"CIATANO'S VINEYARDS, LLC",CIATANO'S VINEYARDS,200 12TH ST UNIT 102,LOVELAND,80537,LARIMER,0
CO-W-15066,LAWRENCE E. PARKER & NINA L. PARKER,FIRE MOUNTAIN VINEYARD,38594 STUCKER MESA RD,HOTCHKISS,81419,DELTA,0
CO-W-15067,"GUBBINI WINERY, LLC",GUBBINI WINERY,3697 F RD,PALISADE,81526,MESA,0
CO-W-15068,SETTEMBRE CELLARS LLC,SETTEMBRE CELLARS,1780 GRAPE AVE,BOULDER,80304,BOULDER,0
CO-W-15069,CARRIAGE HOUSE LLC,WATER 2 WINE CO-2,9608 E ARAPAHOE RD,GREENWOOD VILLAGE,80112,ARAPAHOE,0
CO-W-15071,BOLDRON FARM LTD,HONEYJACK,9769 W 119TH DR BAY 7,BROOMFIELD,80020,BROOMFIELD,0
CO-W-15072,ROCKYSPRING WINERY LLC,ROCKYSPRING WINERY,1339 WOLFE RD,HARTSEL,80449,PARK,0
CO-W-15074,TWO BEES LLC,HUNTERS MOON MEADERY,404 IMMIGRANT TRL,SEVERANCE,80550,WELD,0
CO-W-15076,"ANATOMY WINES, LLC",ANATOMY WINES,1017 BUFFALO RIDGE RD,CASTLE ROCK,80108,DOUGLAS,0
CO-W-15077,"COLTERRIS, LLC",COLTERRIS WINES,3907 N RIVER RD,PALISADE,81526,MESA,0
CO-W-15079,"THE INFINITE MONKEY THEOREM, INC.",,3200 LARIMER ST,DENVER,80205,DENVER,0
CO-W-15080,COLORADO STATE UNIVERSITY,RAM'S POINT WINERY,3168 B 1/2 RD,GRAND JUNCTION,81503,MESA,0
CO-W-15081,"VINTAGES HANDCRAFTED WINE INTERNATIONAL, INC.",,120 W OLIVE ST,FORT COLLINS,80524,LARIMER,0
CO-W-15082,POINT BLANK WINERY LLC,POINT BLANK WINERY,6547 S RACINE CIR STE 1400,CENTENNIAL,80111,ARAPAHOE,0
CO-W-15083,TT ENTERPRISE,THE QUEEN'S HONEYWINE,865 S LEYDEN ST,DENVER,80220,DENVER,0
CO-W-15084,THE PURPLE DRAGONFLY INC.,FOUR LEAVES WINERY,528 MAIN AVE,DURANGO,81301,LA PLATA,0
CO-W-15085,TIMBERLINE BREWING COMPANY,TWISTED PINE BREWING COMPANY,3201 WALNUT ST A,BOULDER,80301,BOULDER,0
CO-W-15086,VINNIE FERA LLC,,3012 STERLING CIR STE 110,BOULDER,80301,BOULDER,0
CO-W-15090,SUMMIT CELLARS LLC,GRAYSTONE WINERY,595 26 RD,PALISADE,81526,MESA,0
CO-W-15091,THE ICE CAVE CIDER HOUSE LLC,,174 N WASHINGTON ST SUITE C,MONUMENT,80132,EL PASO,0
CO-W-20137,"GOLDEN VALLEY WINERY, LLC",,5131 FRANKLIN ST,DENVER,80216,,0
CO-W-20151,"BYERSCELLARS WINES, LLC",Byerscellars Wines,109 W GALENA AVE,CRIPPLE CREEK,80813,,0
CO-W-20156,MESA WINDS WINERY LLC,Mesa Winds Winery,31262 L RD,HOTCHKISS,81419,,0
CO-W-20308,"FIRST CORKED, L.L.C.",Silver Vines Winery,6340 W 56TH AVE UNIT 5,ARVADA,80002,JEFFERSON,0
CO-W-20380,SUMMIT WINES LLC,Summit Wines,4860 S QUINTERO ST,AURORA,80015,,0
CO-W-20439,ROBERTSON AND ASSOCIATES WINERY LTD,Robertson and Associates Winery,1088 PINEWICKET WAY,PARKER,80138,ELBERT,0
CO-W-20541,LEMONFLIP LLC,Ryker's Cellars,4640 PECOS ST UNIT G,DENVER,80211,DENVER,0
CO-W-20558,"VINO PASSARELLI, INC.",,180 ALLISON ST,LAKEWOOD,80226,JEFFERSON,0
CO-W-20576,DAVID DISCHNER,Claremont Inn & Winery,800 CLAREMONT DR,STRATTON,80836,,0
CO-W-21003,TERESA K. KERNAN,,603 E COLLINS ST,EATON,80615,WELD,0
CO-W-21004,DRAGON MEADERY LLC,,2708 S HELENA WAY,AURORA,80013,,0
CO-W-21006,WILLIAMS CELLARS LLC,,250 S GRAND MESA DR S,CEDAREDGE,81413,DELTA,0
CO-W-21007,"COLD CREEK, LTD.",Ciatano Winery,16858 N SAINT VRAIN DR,LYONS,80540,BOULDER,0
CO-W-21009,FORTUNATO FAMILY WINERY INC.,,6601 INDIANA ST,ARVADA,80007,JEFFERSON,0
CO-W-21011,"RED FOX VINEYARDS, LLC",Red Fox Cellars,695 36 RD UNIT C,PALISADE,81526,MESA,0
CO-W-21013,"WINECLECTIC, LLC",Decadent Saint,1849 CHERRY ST UNIT 3 & 4,LOUISVILLE,80027,BOULDER,0
CO-W-21014,"THE ASCHWANDEN GROUP, LLC",Crag Crest Cellars,24621 TANNIN RD,CEDAREDGE,81413,DELTA,0
CO-W-21015,"SUMMIT HARD CIDER AND PERRY COMPANY, LLC",SCRUMPY'S,215 N COLLEGE AVE STE A,FORT COLLINS,80524,,0
CO-W-21016,KPATKIN L.L.C,Lost Prairie Winery,251 JEFFERSON ST,FORT COLLINS,80525,LARIMER,0
CO-W-21018,THE OLD MINE BREWING COMPANY,The Old Mine,500 BRIGGS ST,ERIE,80516,,0
CO-W-21019,"VINES AT VAIL, LLC",Vines at Vail Winery,,WOLCOTT,81655,EAGLE,0
CO-W-21020,"STEM CIDERS, LLC",Stem Ciders,2811 WALNUT ST UNIT B,DENVER,80205,,0
CO-W-21021,CULTURE CLUB LLC,,686 S TAYLOR AVE STE 102,LOUISVILLE,80027,,0
CO-W-21022,"CATRIONA CELLARS, LLC",Catriona Cellars,243 WASHINGTON ST,MONUMENT,80132,EL PASO,0
CO-W-21023,"CREEKSIDE CELLARS, LLC",,28036 HIGHWAY 74,EVERGREEN,80439,JEFFERSON,0
CO-W-21024,IRONTREE CORPORATION,Urban Country Wines,2851 WINDMILL CIR,ELIZABETH,80107,ELBERT,0
CO-W-21025,MUMMY HILL WINERY,Mummy Hill Winery,51368 HWY. 385,WRAY,80758,YUMA,0
CO-W-21026,MIRACLE STAG MEADERY LLC,Miracle Stag Meadery,4117 PLUM CREEK DR,LOVELAND,80538,LARIMER,0
CO-W-21027,SONGBIRD CELLARS LLC,Songbird Cellars,461 BRENTWOOD DR,PUEBLO,81005,PUEBLO,0
CO-W-21028,"EDGE OF CEDARS FARM, LLC",Edge of Cedars Farm & Winery,250 SW 7TH ST,CEDAREDGE,81413,DELTA,0
CO-W-21029,JOHN MARTIN,Stonebridge Farm,5169 UTE HWY,LONGMONT,80503,,0
CO-W-21030,"TWO SWEDES LIQUOR, LLC",Two Swedes Glogg,103 MESA VISTA RD,GRAND JUNCTION,81507,,0
CO-W-21031,BLACK ARTS CELLARS LTD,Black Arts Cellars,11616 SHAFFER PL UNIT S-110,LITTLETON,80127,,0
CO-W-21033,"WINE & WHEY, LLC",Wine & Whey,3559 LARIMER ST,DENVER,80205,DENVER,0
CO-W-21034,"GORAN, INC.",Waters Edge Wineries,2101 E ARAPAHOE RD,CENTENNIAL,80122,,0
CO-W-21035,COMPASS CIDER HOUSE INC,Compass Cider,216 N COLLEGE AVE N,FORT COLLINS,80524,LARIMER,0
CO-W-21037,GOLDEN CITY WINERY LLC,Golden City Winery,920 12TH ST BLDG 4,GOLDEN,80401,JEFFERSON,0
CO-W-21038,VINO COLORADO WINERY LLC,,2845 ORE MILL RD UNIT 9,COLORADO SPRINGS,80904,EL PASO,0
CO-W-21042,LEAP OF FAITH WINERY,,11467 W I70 FRONTAGE ROAD NORTH,WHEAT RIDGE,80033,,0
CO-W-21043,LEGATUM CELLARS INC,LEGATUM CELLARS,1704 WILLOW ST,CANON CITY,81212,FREMONT,0
CO-W-21044,"FORGOTTEN ROOTS: AN AMERICAN HERITAGE WINERY, LLC.",Forgotten Roots Winery,624 MAIN ST,WINDSOR,80550,WELD,0
CO-W-21045,SHARON MULLALLY,Two Moons Winery,3641 ST. CHARLES ST,COLORADO SPRINGS,80904,EL PASO,0
CO-W-21046,QUEEN BEE BREWS LLC,Queen Bee Brews,800 E 64TH AVE UNIT 6,DENVER,80229,ADAMS,0
CO-W-21047,ALPENGLOW MEAD LLC,Annapurna Mead,2219 W PIKES PEAK AVE,COLORADO SPRINGS,80904,,0
CO-W-21048,"ST. VRAIN CIDERY, LLC",St. Vrain Cidery,350 TERRY ST STE 130,LONGMONT,80501,,0
CO-W-21049,"FERMENT CELLARS, LLC",,5480 CONESTOGA CT,BOULDER,80301,,0
CO-W-21051,LADRON CELLARS LLC,,7152 S BLACKHAWK ST UNIT C-15,ENGLEWOOD,80112,,0
CO-W-21052,"CONTINENTAL DIVIDE WINERY, LLC",Continental Divide,331 U.S. HIGHWAY 285 UNIT D,FAIRPLAY,80440,PARK,0
CO-W-21053,ANGELO'S TAVERNA AND CARBOY WINERY LLC,Angelo's Winery,6885 S SANTA FE DR,LITTLETON,80120,,0
CO-W-21054,JK CIDER COMPANY,Clear Fork Cider,37443 BACK RIVER RD,PAONIA,81428,DELTA,0
CO-W-21055,"COASH 1024 WINERY, LLC",The Wine Barrel,11495 S TWENTY MILE RD UNIT A5,PARKER,80134,,0
CO-W-21057,"NEFF SERVICES, INC.",Pine Valley Vineyards,871 LYDICK LN,BAYFIELD,81122,LA PLATA,0
CO-W-21058,"CONTINENTAL DIVIDE WINERY, LLC",Continental Divide,544 GLACIER RIDGE RD,ALMA,80420,,0
CO-W-21059,PURGATORY CELLARS LLP,Purgatory Cellars Winery,18921 PLAZA DRIVE DR STE 100,PARKER,80134,DOUGLAS,0
CO-W-21060,"LAUGHING LEPRECHAUN, LLC",Laughing Leprechaun Meadery,451 N RAILROAD AVE STE 100,LOVELAND,80537,,0
CO-W-21061,WASH PARK VINTNERS LLC,Bigsby's Folly,3563 WAZEE ST 100,DENVER,80216,DENVER,0
CO-W-21062,TEAL CIDER LLC,Teal Cider,17999 ROAD 23,DOLORES,81323,,0
CO-W-21064,BUCKEL FAMILY WINE LLC,Buckel Family Wine,1018 HIGHWAY 135 UNIT B & D,GUNNISON,81230,MONTEZUMA,0
CO-W-21065,GRAPESNWINE LLC,,1312 BLUE SPRUCE DR UNIT 2,FORT COLLINS,80524,LAIMER,0
CO-W-21066,HAYKIN FAMILY CIDERY LLC,Haykin Family Cider,12001 E 33 AVE UNIT A-D,AURORA,80010,,0
CO-W-21068,"VERTICAL WINERIES, LLC",3 Cool Cats,1925 PIKE RD STE 103,LONGMONT,80501,BOULDER,0
CO-W-21069,ESSLINGER HOLDINGS CORPORATION,Ruby Trust Cellars,"864 HAPPY CANYON RD., BLDG. E, STE. 120",CASTLE ROCK,80108,DOUGLAS,0
CO-W-21070,SETTE DOLORI,,9750 MILLARD WAY,COLORADO SPRINGS,80908,EL PASO,0
CO-W-21071,COLORADO+49 INC.,Colorado Plus Cidery & Pub,1100 W ARAPAHOE ST,GOLDEN,80401,JEFFERSON,0
CO-W-21073,SKYHAWK WINERY LLC,Qutori Wines,40823 HIGHWAY 133,PAONIA,81428,,0
CO-W-21074,OUTLIER CELLARS LLC,Outlier Cellars,141 S MAIN ST UNIT C,MANCOS,81328,MONTEZUMA,0
CO-W-21075,"FLYING T, LLC",,12166 ROAD G,CORTEZ,81321,MONTEZUMA,0
CO-W-21076,POP'S VINEYARD,,1940 13TH ST,PENROSE,81240,FREMONT,0
CO-W-21077,"ASCENT INVESTMENT GROUP, LLC",Deep Roots Winery,1375 CATAMOUNT DR,GOLDEN,80403,JEFFERSON,0
CO-W-21078,"STEAMBOAT WINERY, LLC",,32365 COUNTY ROAD 41,STEAMBOAT SPRINGS,80487,,0
CO-W-21079,THE GOLD PAN SALOON & CARBOY WINERY LLC,Carboy Winery,103 N MAIN ST,BRECKENRIDGE,80424,SUMMIT,0
CO-W-21080,SHIRAS WINERY LLC,,449 COLORADO AVE,GRAND JUNCTION,81501,MESA,0
CO-W-21081,"STEM CIDERS, LLC",,1380 HORIZON AVE UNIT C,LAFAYETTE,80026,BOULDER,0
CO-W-21082,KMW BEVERAGE MANUFACTURING LLC,Apple Valley Cider Company,103 BROADWAY UNIT 13,PENROSE,81240,FREMONT,0
CO-W-21083,"HONNIBROOK, LLC",honnibrook,2276 MANATT CT UNIT B-9,CASTLE ROCK,80104,,0
